PowerReset,0.3780576
PowerReset,0.3238519
PowerReset,0.666108
KeyFailure,0.5952993
PowerReset,0.3299126
PowerReset,0.3311952
PowerReset,0.3356561
PowerReset,0.6376134
PowerReset,0.3257672
PowerReset,0.333877
PowerReset,0.3560215
PowerReset,0.6441218
PowerReset,0.3422062
PowerReset,0.3352804
KeyFailure,0.5964673
PowerReset,0.3343463
PowerReset,0.3382069
PowerReset,0.345728
PowerReset,0.3458396
PowerReset,0.3407247
PowerReset,0.3518957
PowerReset,0.330533
PowerReset,0.3309936
PowerReset,0.6480672
PowerReset,0.3404441
PowerReset,0.3276322
PowerReset,0.3423497
PowerReset,0.5936286
PowerReset,0.3415518
PowerReset,0.3131986
PowerReset,0.3606012
PowerReset,0.3321832
PowerReset,0.3445313
PowerReset,0.3221683
PowerReset,0.3283241
PowerReset,0.3225467
PowerReset,0.3361111
PowerReset,0.3468302
PowerReset,0.3476948
PowerReset,0.363445
PowerReset,0.3347385
PowerReset,0.3290464
PowerReset,0.3468584
PowerReset,0.343092
PowerReset,0.3318238
PowerReset,0.347974
PowerReset,0.3306071
PowerReset,0.3502224
PowerReset,0.3482613
PowerReset,0.3199404
PowerReset,0.3255945
PowerReset,0.321079
PowerReset,0.3232406
PowerReset,0.3189601
PowerReset,0.3394452
PowerReset,0.330917
PowerReset,0.349951
PowerReset,0.3206873
PowerReset,0.3326731
PowerReset,0.3404363
PowerReset,0.3410378
PowerReset,0.3254238
PowerReset,0.3267131
PowerReset,0.3414012
PowerReset,0.3136658
PowerReset,0.345798
PowerReset,0.3325034
PowerReset,0.3313314
KeyFailure,0.611288
PowerReset,0.3384876
PowerReset,0.3423522
PowerReset,0.3548798
PowerReset,0.333603
PowerReset,0.3455055
PowerReset,0.3360705
PowerReset,0.3489208
PowerReset,0.3299033
PowerReset,0.3072525
PowerReset,0.3282306
PowerReset,0.3465999
PowerReset,0.3403053
PowerReset,0.3280594
PowerReset,0.3196967
PowerReset,0.3277695
PowerReset,0.3517713
PowerReset,0.3237753
PowerReset,0.3535931
PowerReset,0.341684
PowerReset,0.3416459
PowerReset,0.3402138
PowerReset,0.6229992
PowerReset,0.3371726
PowerReset,0.331738
PowerReset,0.3392206
KeyFailure,0.5929054
PowerReset,0.3188208
PowerReset,0.345947
PowerReset,0.3238282
PowerReset,0.6326758
PowerReset,0.3288716
